Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
June 30 2023,Eau Claire,WI,Passenger,1,0,1,1,2,50.00
June 30 2019,Collier,FL,Passenger,1,0,1,17,18,5.56
April 30 2021,Skagit,WA,Truck,1,0,1,33025,33026,0.00
December 31 2020,Cowlitz,WA,Passenger,177,127,304,72115,72419,0.42
March 31 2021,Arapahoe,CO,Passenger,1,0,1,120,121,0.83
August 31 2018,Jefferson,WA,Truck,0,0,0,9621,9621,0.00
July 31 2022,Arapahoe,CO,Passenger,0,1,1,83,84,1.19
March 31 2021,Miami-Dade,FL,Passenger,1,0,1,97,98,1.02
November 30 2021,Richmond,GA,Passenger,0,1,1,77,78,1.28
June 30 2019,Dale,AL,Passenger,0,1,1,58,59,1.69
November 30 2022,Orange,FL,Passenger,1,0,1,76,77,1.30
March 31 2023,Stafford,VA,Passenger,3,1,4,76,80,5.00
January 31 2021,Howard,IN,Passenger,0,1,1,3,4,25.00
November 30 2017,Manassas,VA,Passenger,0,1,1,9,10,10.00
July 31 2017,Cowlitz,WA,Truck,0,0,0,27954,27954,0.00
October 31 2022,Garfield,WA,Truck,0,0,0,976,976,0.00
June 30 2018,Hennepin,MN,Passenger,1,0,1,106,107,0.93
April 30 2021,Whatcom,WA,Truck,4,0,4,43869,43873,0.01
February 28 2018,Pend Oreille,WA,Truck,0,0,0,5630,5630,0.00
June 30 2023,Douglas,CO,Passenger,0,1,1,53,54,1.85
August 31 2020,Dallas,TX,Passenger,1,0,1,191,192,0.52
July 31 2019,Palm Beach,FL,Passenger,0,1,1,85,86,1.16
November 30 2018,Kent,MI,Passenger,0,1,1,24,25,4.00
November 30 2022,Lake,IN,Passenger,0,1,1,9,10,10.00
September 30 2023,Hawaii,HI,Passenger,1,0,1,23,24,4.17
April 30 2018,Yakima,WA,Passenger,62,84,146,163234,163380,0.09
February 28 2023,Hoke,NC,Passenger,2,0,2,64,66,3.03
August 31 2022,Pacific,WA,Passenger,70,72,142,15780,15922,0.89
September 30 2020,Cowlitz,WA,Passenger,157,120,277,72157,72434,0.38
May 31 2017,Skamania,WA,Truck,0,0,0,3863,3863,0.00
December 31 2020,Carroll,NH,Passenger,0,1,1,5,6,16.67
January 31 2023,Cumberland,NC,Passenger,1,4,5,322,327,1.53
June 30 2019,Douglas,NE,Passenger,0,1,1,63,64,1.56
March 31 2020,Shasta,CA,Passenger,1,0,1,40,41,2.44
September 30 2021,Ray,MO,Passenger,0,1,1,1,2,50.00
August 31 2021,Douglas,WA,Truck,0,0,0,12683,12683,0.00
February 28 2021,Okanogan,WA,Passenger,56,35,91,26129,26220,0.35
December 31 2022,Klickitat,WA,Truck,4,0,4,8237,8241,0.05
November 30 2021,Island,WA,Truck,0,0,0,21533,21533,0.00
November 30 2018,Garfield,WA,Passenger,1,1,2,1331,1333,0.15
September 30 2022,Hennepin,MN,Passenger,1,0,1,46,47,2.13
January 31 2020,Monroe,IL,Passenger,1,0,1,4,5,20.00
July 31 2022,Monterey,CA,Passenger,1,2,3,128,131,2.29
September 30 2017,Nueces,TX,Passenger,0,1,1,92,93,1.08
March 31 2017,Dakota,MN,Passenger,0,1,1,42,43,2.33
October 31 2021,Grays Harbor,WA,Passenger,187,151,338,49475,49813,0.68
September 30 2019,Stevens,WA,Passenger,27,28,55,31665,31720,0.17
July 31 2020,Chelan,WA,Truck,0,0,0,22626,22626,0.00
April 30 2019,Pend Oreille,WA,Truck,0,0,0,5753,5753,0.00
April 30 2019,Denver,CO,Passenger,1,0,1,130,131,0.76
March 31 2019,Guadalupe,TX,Passenger,1,0,1,79,80,1.25
July 31 2020,Washtenaw,MI,Passenger,1,0,1,37,38,2.63
July 31 2023,Kootenai,ID,Truck,1,0,1,23,24,4.17
May 31 2021,Collier,FL,Passenger,1,0,1,18,19,5.26
February 28 2018,Manassas,VA,Passenger,0,1,1,9,10,10.00
October 31 2021,Ferry,WA,Passenger,11,3,14,4445,4459,0.31
November 30 2018,King,WA,Passenger,15781,6398,22179,1377104,1399283,1.59
February 29 2020,Jefferson,NY,Passenger,0,1,1,214,215,0.47
August 31 2019,Fairbanks North Star,AK,Passenger,0,1,1,97,98,1.02
August 31 2021,Okaloosa,FL,Passenger,0,1,1,119,120,0.83
October 31 2017,Sedgwick,KS,Passenger,0,1,1,103,104,0.96
June 30 2022,Camden,NJ,Passenger,0,1,1,14,15,6.67
July 31 2021,Albemarle,VA,Passenger,1,0,1,21,22,4.55
March 31 2022,Mercer,NJ,Passenger,0,1,1,11,12,8.33
September 30 2021,Skagit,WA,Truck,1,0,1,32930,32931,0.00
November 30 2020,Suffolk,VA,Passenger,1,0,1,127,128,0.78
February 28 2018,Maricopa,AZ,Passenger,2,1,3,1620,1623,0.18
March 31 2020,Boone,MO,Passenger,0,1,1,12,13,7.69
August 31 2021,San Diego,CA,Passenger,18,7,25,2567,2592,0.96
April 30 2022,Wahkiakum,WA,Passenger,20,11,31,3077,3108,1.00
August 31 2018,Mason,WA,Passenger,92,97,189,46045,46234,0.41
December 31 2017,Franklin,WA,Truck,0,0,0,18490,18490,0.00
September 30 2022,Clark,WA,Passenger,4476,1889,6365,315477,321842,1.98
May 31 2023,Platte,MO,Passenger,1,0,1,19,20,5.00
January 31 2021,Leavenworth,KS,Passenger,0,1,1,122,123,0.81
April 30 2021,Richmond,GA,Passenger,0,1,1,79,80,1.25
January 31 2020,Twin Falls,ID,Passenger,0,1,1,28,29,3.45
March 31 2020,Cascade,MT,Passenger,0,1,1,57,58,1.72
December 31 2017,Hamilton,IN,Passenger,1,0,1,54,55,1.82
January 31 2022,El Paso,CO,Passenger,3,1,4,662,666,0.60
November 30 2017,Norfolk,VA,Passenger,1,1,2,307,309,0.65
December 31 2022,Skagit,WA,Passenger,921,355,1276,89453,90729,1.41
November 30 2020,San Francisco,CA,Passenger,1,1,2,94,96,2.08
February 28 2021,Denver,CO,Passenger,1,0,1,114,115,0.87
March 31 2021,Houston,GA,Passenger,1,0,1,49,50,2.00
December 31 2022,Ulster,NY,Passenger,1,0,1,7,8,12.50
May 31 2023,Mason,WA,Truck,10,0,10,20673,20683,0.05
March 31 2023,Lincoln,WA,Truck,0,0,0,4845,4845,0.00
January 31 2017,Portsmouth,VA,Passenger,0,1,1,64,65,1.54
June 30 2020,Grant,WA,Truck,0,0,0,27081,27081,0.00
February 28 2022,Yakima,WA,Truck,0,0,0,61652,61652,0.00
May 31 2021,Bexar,TX,Passenger,3,4,7,546,553,1.27
June 30 2019,Santa Clara,CA,Passenger,5,2,7,370,377,1.86
March 31 2022,Richmond,GA,Passenger,0,1,1,76,77,1.30
June 30 2021,El Paso,CO,Passenger,3,1,4,686,690,0.58
July 31 2021,Benton,WA,Passenger,540,397,937,136254,137191,0.68
September 30 2019,Thurston,WA,Truck,0,0,0,55535,55535,0.00
March 31 2023,Mason,WA,Truck,11,0,11,20834,20845,0.05
October 31 2020,Kittitas,WA,Passenger,121,49,170,29694,29864,0.57
October 31 2022,Bell,TX,Passenger,1,0,1,304,305,0.33
October 31 2022,Pacific,WA,Truck,1,0,1,7869,7870,0.01
May 31 2021,Lake,FL,Passenger,1,0,1,22,23,4.35
May 31 2019,Alexandria,VA,Passenger,1,0,1,146,147,0.68
April 30 2019,Bucks,PA,Passenger,1,0,1,19,20,5.00
November 30 2020,DeKalb,GA,Passenger,1,0,1,75,76,1.32
February 28 2021,Leavenworth,KS,Passenger,0,1,1,121,122,0.82
October 31 2022,Sumter,SC,Passenger,0,1,1,36,37,2.70
November 30 2017,Mercer,NJ,Passenger,0,1,1,18,19,5.26
May 31 2023,Benton,OR,Passenger,1,0,1,33,34,2.94
September 30 2019,Benton,WA,Passenger,291,297,588,134601,135189,0.43
July 31 2021,Snohomish,WA,Truck,1,0,1,126189,126190,0.00
April 30 2017,King,WA,Truck,8,1,9,188928,188937,0.00
October 31 2018,Okanogan,WA,Passenger,15,21,36,26105,26141,0.14
September 30 2020,Dakota,MN,Passenger,0,1,1,33,34,2.94
February 28 2022,Sarpy,NE,Passenger,1,0,1,58,59,1.69
April 30 2019,Washtenaw,MI,Passenger,1,0,1,37,38,2.63
September 30 2023,Kauai,HI,Passenger,0,1,1,13,14,7.14
November 30 2020,Flathead,MT,Passenger,1,0,1,58,59,1.69
October 31 2022,Las Animas,CO,Passenger,1,0,1,1,2,50.00
September 30 2023,Lake,IN,Passenger,0,1,1,4,5,20.00
August 31 2023,Richmond,NY,Passenger,1,0,1,3,4,25.00
September 30 2020,Whatcom,WA,Truck,3,0,3,43387,43390,0.01
August 31 2023,Solano,CA,Passenger,5,0,5,127,132,3.79
September 30 2019,Brevard,FL,Passenger,0,1,1,90,91,1.10
April 30 2020,Shasta,CA,Passenger,1,0,1,39,40,2.50
October 31 2018,Morris,NJ,Passenger,1,0,1,17,18,5.56
October 31 2018,Flathead,MT,Passenger,1,0,1,55,56,1.79
February 28 2022,Contra Costa,CA,Passenger,1,4,5,262,267,1.87
June 30 2017,Island,WA,Truck,0,0,0,20494,20494,0.00
February 29 2020,Saginaw,MI,Passenger,1,0,1,12,13,7.69
May 31 2018,Nueces,TX,Passenger,1,1,2,90,92,2.17
April 30 2021,Spartanburg,SC,Passenger,0,1,1,54,55,1.82
October 31 2022,Allen,IN,Passenger,1,0,1,16,17,5.88
June 30 2018,Ferry,WA,Passenger,3,3,6,4426,4432,0.14
May 31 2022,Cook,IL,Passenger,3,0,3,194,197,1.52
October 31 2020,Cowlitz,WA,Passenger,160,122,282,72096,72378,0.39
December 31 2022,Douglas,WA,Passenger,169,59,228,28508,28736,0.79
May 31 2022,Chelan,WA,Passenger,450,126,576,54369,54945,1.05
March 31 2020,Harnett,NC,Passenger,1,1,2,211,213,0.94
April 30 2019,Anne Arundel,MD,Passenger,0,2,2,455,457,0.44
March 31 2017,Morris,NJ,Passenger,1,0,1,22,23,4.35
December 31 2019,Guadalupe,TX,Passenger,1,0,1,68,69,1.45
March 31 2023,Henrico,VA,Passenger,0,1,1,5,6,16.67
August 31 2022,Goochland,VA,Passenger,1,1,2,96,98,2.04
December 31 2018,Lumpkin,GA,Passenger,1,0,1,7,8,12.50
August 31 2018,Ferry,WA,Truck,0,0,0,3552,3552,0.00
January 31 2021,Whitman,WA,Truck,0,0,0,8514,8514,0.00
May 31 2018,Howard,MD,Passenger,0,1,1,87,88,1.14
January 31 2019,Ferry,WA,Passenger,3,2,5,4389,4394,0.11
May 31 2018,Whitman,WA,Truck,0,0,0,8471,8471,0.00
June 30 2017,Bexar,TX,Passenger,1,1,2,941,943,0.21
November 30 2022,Penobscot,ME,Passenger,0,1,1,9,10,10.00
January 31 2021,Camden,NJ,Passenger,0,1,1,18,19,5.26
November 30 2019,Hennepin,MN,Passenger,3,1,4,98,102,3.92
October 31 2019,Wilson,TX,Passenger,0,1,1,7,8,12.50
June 30 2023,Gwinnett,GA,Passenger,1,0,1,40,41,2.44
January 31 2023,Skamania,WA,Passenger,93,53,146,8118,8264,1.77
June 30 2020,Howard,MD,Passenger,0,1,1,74,75,1.33
September 30 2022,Lewis,WA,Truck,1,0,1,26345,26346,0.00
January 31 2023,San Juan,WA,Truck,9,0,9,5913,5922,0.15
January 31 2021,Asotin,WA,Truck,0,0,0,6690,6690,0.00
May 31 2023,Solano,CA,Passenger,5,0,5,140,145,3.45
January 31 2019,San Mateo,CA,Passenger,2,1,3,129,132,2.27
October 31 2018,Sangamon,IL,Passenger,1,0,1,11,12,8.33
March 31 2018,Los Angeles,CA,Passenger,5,4,9,1192,1201,0.75
September 30 2021,Milwaukee,WI,Passenger,1,0,1,40,41,2.44
November 30 2022,Okanogan,WA,Passenger,100,51,151,26247,26398,0.57
March 31 2018,Virginia Beach,VA,Passenger,2,1,3,687,690,0.43
October 31 2021,Montgomery,TX,Passenger,1,1,2,43,45,4.44
November 30 2019,Sangamon,IL,Passenger,1,0,1,5,6,16.67
January 31 2022,New Haven,CT,Passenger,0,2,2,34,36,5.56
June 30 2020,Mercer,NJ,Passenger,0,1,1,16,17,5.88
April 30 2019,Franklin,MA,Passenger,0,1,1,1,2,50.00
September 30 2023,Benton,WA,Passenger,1234,589,1823,130783,132606,1.37
April 30 2022,Chesapeake,VA,Passenger,2,2,4,354,358,1.12
May 31 2022,St. Mary's,MD,Passenger,1,0,1,194,195,0.51
November 30 2022,San Bernardino,CA,Passenger,1,1,2,295,297,0.67
January 31 2021,Jefferson,WA,Passenger,290,166,456,24797,25253,1.81
January 31 2019,DuPage,IL,Passenger,1,0,1,64,65,1.54
December 31 2018,Oldham,KY,Passenger,0,1,1,5,6,16.67
December 31 2021,Oldham,KY,Passenger,0,1,1,4,5,20.00
May 31 2021,Dallas,IA,Passenger,0,1,1,9,10,10.00
October 31 2019,Pierce,WA,Passenger,2058,1628,3686,546883,550569,0.67
January 31 2021,Bexar,TX,Passenger,3,5,8,579,587,1.36
December 31 2017,Palm Beach,FL,Passenger,0,1,1,90,91,1.10
January 31 2020,Grays Harbor,WA,Passenger,105,105,210,48501,48711,0.43
September 30 2019,Boulder,CO,Passenger,1,1,2,52,54,3.70
May 31 2023,Gwinnett,GA,Passenger,1,0,1,42,43,2.33
July 31 2020,Putnam,TN,Passenger,0,1,1,3,4,25.00
December 31 2022,Clinton,PA,Passenger,1,0,1,1,2,50.00
November 30 2020,Bradley,TN,Passenger,1,0,1,0,1,100.00
November 30 2019,Benton,WA,Passenger,310,308,618,135094,135712,0.46
April 30 2022,Garfield,WA,Truck,0,0,0,989,989,0.00
August 31 2017,Maricopa,AZ,Passenger,2,1,3,1709,1712,0.18
May 31 2020,Pima,AZ,Passenger,3,1,4,355,359,1.11
April 30 2017,Klickitat,WA,Truck,0,0,0,7952,7952,0.00
January 31 2018,Pima,AZ,Passenger,1,1,2,421,423,0.47
April 30 2022,Maricopa,AZ,Passenger,7,4,11,1011,1022,1.08
January 31 2021,Mason,WA,Passenger,179,137,316,47685,48001,0.66
February 28 2017,Douglas,OR,Passenger,0,1,1,79,80,1.25
May 31 2022,Tarrant,TX,Passenger,1,0,1,119,120,0.83
July 31 2022,Williams,ND,Passenger,0,1,1,5,6,16.67
December 31 2019,Brevard,FL,Passenger,0,1,1,90,91,1.10
September 30 2019,Okanogan,WA,Truck,0,0,0,16494,16494,0.00
November 30 2020,Fairfax,VA,Passenger,5,3,8,717,725,1.10
August 31 2017,Skamania,WA,Truck,0,0,0,3876,3876,0.00
April 30 2018,Klickitat,WA,Truck,0,0,0,8069,8069,0.00
August 31 2018,Marion,OR,Passenger,1,0,1,125,126,0.79
September 30 2020,Arlington,VA,Passenger,0,2,2,148,150,1.33
December 31 2022,Collin,TX,Passenger,3,0,3,56,59,5.08
July 31 2023,Marin,CA,Passenger,0,1,1,31,32,3.12
December 31 2021,Lee,FL,Passenger,1,0,1,33,34,2.94
April 30 2022,Juneau,AK,Passenger,0,1,1,27,28,3.57
October 31 2022,Mercer,NJ,Passenger,0,1,1,11,12,8.33
January 31 2019,DeKalb,IN,Passenger,1,0,1,1,2,50.00
October 31 2021,Yakima,WA,Truck,0,0,0,61669,61669,0.00
November 30 2020,Yakima,WA,Truck,0,0,0,60767,60767,0.00
December 31 2019,Wahkiakum,WA,Passenger,4,3,7,3041,3048,0.23
July 31 2022,Columbia,WA,Truck,0,0,0,1576,1576,0.00
March 31 2018,Okanogan,WA,Passenger,7,19,26,25728,25754,0.10
January 31 2023,Whitman,WA,Passenger,120,70,190,22008,22198,0.86
November 30 2021,Douglas,CO,Passenger,0,1,1,82,83,1.20
July 31 2020,Erie,NY,Passenger,1,0,1,45,46,2.17
November 30 2022,Allegheny,PA,Passenger,1,0,1,52,53,1.89
April 30 2020,Fresno,CA,Passenger,1,0,1,194,195,0.51
April 30 2019,Pend Oreille,WA,Passenger,4,5,9,9503,9512,0.09
November 30 2017,Douglas,WA,Passenger,37,33,70,27074,27144,0.26
October 31 2019,Island,WA,Truck,0,0,0,21308,21308,0.00
April 30 2021,Clark,NV,Passenger,5,2,7,644,651,1.08
May 31 2021,Columbia,WA,Passenger,6,3,9,2476,2485,0.36
February 28 2023,Suffolk,VA,Passenger,1,0,1,112,113,0.88
April 30 2021,Marion,IA,Passenger,1,0,1,1,2,50.00
November 30 2018,Shasta,CA,Passenger,1,0,1,44,45,2.22
January 31 2022,Ferry,WA,Truck,0,0,0,3582,3582,0.00
March 31 2019,Prince William,VA,Passenger,0,4,4,255,259,1.54
September 30 2019,Riverside,CA,Passenger,4,1,5,647,652,0.77
October 31 2018,Brevard,FL,Passenger,0,1,1,95,96,1.04
September 30 2020,Pend Oreille,WA,Truck,0,0,0,5726,5726,0.00
August 31 2017,Snohomish,WA,Passenger,1847,941,2788,513698,516486,0.54
April 30 2021,Hennepin,MN,Passenger,2,0,2,78,80,2.50
August 31 2022,Pend Oreille,WA,Passenger,18,12,30,9025,9055,0.33
August 31 2021,Hillsborough,FL,Passenger,0,2,2,147,149,1.34
August 31 2017,Virginia Beach,VA,Passenger,2,1,3,650,653,0.46
October 31 2022,Norfolk,VA,Passenger,3,3,6,286,292,2.05
May 31 2022,Clark,NV,Passenger,6,2,8,526,534,1.50
August 31 2018,Suffolk,MA,Passenger,0,1,1,43,44,2.27
July 31 2022,King,WA,Passenger,41892,11446,53338,1346953,1400291,3.81
January 31 2018,Shelby,TN,Passenger,0,1,1,106,107,0.93
February 29 2020,Oklahoma,OK,Passenger,0,1,1,131,132,0.76
April 30 2021,Mason,WA,Truck,0,0,0,21286,21286,0.00
March 31 2019,Contra Costa,CA,Passenger,1,2,3,393,396,0.76
July 31 2019,Howard,MD,Passenger,0,1,1,76,77,1.30
April 30 2022,Bexar,TX,Passenger,4,4,8,461,469,1.71
August 31 2017,New London,CT,Passenger,1,1,2,256,258,0.78
August 31 2021,Fresno,CA,Passenger,1,0,1,171,172,0.58
August 31 2023,Portsmouth,VA,Passenger,0,1,1,59,60,1.67
September 30 2020,Orange,NC,Passenger,0,1,1,11,12,8.33
March 31 2022,Douglas,NE,Passenger,1,2,3,50,53,5.66
November 30 2018,Flathead,MT,Passenger,1,0,1,57,58,1.72
December 31 2018,Collier,FL,Passenger,1,0,1,19,20,5.00
September 30 2018,Franklin,MA,Passenger,0,1,1,1,2,50.00
October 31 2021,Clark,NV,Passenger,6,2,8,589,597,1.34
October 31 2017,Snohomish,WA,Truck,1,0,1,121462,121463,0.00
November 30 2021,Whitman,WA,Passenger,66,58,124,21945,22069,0.56
May 31 2021,Clark,WA,Passenger,2757,1368,4125,321917,326042,1.27
July 31 2018,Fulton,GA,Passenger,1,2,3,105,108,2.78
January 31 2022,,,Passenger,3,1,4,294,298,1.34
September 30 2022,Douglas,NE,Passenger,2,2,4,38,42,9.52
June 30 2019,San Mateo,CA,Passenger,2,1,3,117,120,2.50
November 30 2022,Currituck,NC,Passenger,1,0,1,17,18,5.56
August 31 2017,Cobb,GA,Passenger,0,1,1,76,77,1.30
June 30 2019,DuPage,IL,Passenger,2,0,2,65,67,2.99
January 31 2020,Jefferson,WA,Truck,0,0,0,9660,9660,0.00
May 31 2023,Suffolk,VA,Passenger,1,0,1,103,104,0.96
June 30 2021,Dakota,MN,Passenger,0,1,1,29,30,3.33
November 30 2018,El Paso,TX,Passenger,1,0,1,498,499,0.20
April 30 2018,Mason,WA,Truck,0,0,0,19806,19806,0.00
April 30 2022,St. Louis,MO,Passenger,2,0,2,67,69,2.90
August 31 2019,Solano,CA,Passenger,1,0,1,212,213,0.47
July 31 2021,San Joaquin,CA,Passenger,1,0,1,107,108,0.93
March 31 2021,Spartanburg,SC,Passenger,0,1,1,53,54,1.85
August 31 2023,Lincoln,OR,Passenger,0,1,1,11,12,8.33
October 31 2021,Queens,NY,Passenger,1,0,1,45,46,2.17
March 31 2023,Galveston,TX,Passenger,0,1,1,17,18,5.56
June 30 2023,Spokane,WA,Passenger,2311,1097,3408,321514,324922,1.05
May 31 2020,Pend Oreille,WA,Passenger,7,6,13,9216,9229,0.14
May 31 2018,Alameda,CA,Passenger,0,1,1,351,352,0.28
April 30 2020,Columbia,WA,Truck,0,0,0,1524,1524,0.00
June 30 2021,Grays Harbor,WA,Truck,0,0,0,21450,21450,0.00
May 31 2019,Deschutes,OR,Passenger,3,0,3,159,162,1.85
April 30 2020,Montgomery,OH,Passenger,0,1,1,46,47,2.13
June 30 2022,Broward,FL,Passenger,1,0,1,84,85,1.18
October 31 2019,Jones,GA,Passenger,1,0,1,1,2,50.00
April 30 2022,Fresno,CA,Passenger,1,0,1,152,153,0.65
April 30 2021,Santa Clara,CA,Passenger,8,2,10,269,279,3.58
May 31 2017,Thurston,WA,Truck,0,0,0,53240,53240,0.00
August 31 2021,Santa Clara,CA,Passenger,8,2,10,250,260,3.85
December 31 2017,Klickitat,WA,Passenger,24,26,50,14901,14951,0.33
August 31 2020,Harrison,MS,Passenger,1,0,1,51,52,1.92
December 31 2020,Lincoln,WA,Truck,0,0,0,4672,4672,0.00
January 31 2022,Grays Harbor,WA,Truck,0,0,0,21344,21344,0.00
September 30 2022,Spokane,WA,Passenger,1768,889,2657,324561,327218,0.81
July 31 2018,Whatcom,WA,Passenger,637,318,955,147978,148933,0.64
April 30 2022,Pierce,WA,Truck,3,0,3,142972,142975,0.00
August 31 2019,Douglas,WA,Passenger,61,36,97,28179,28276,0.34
February 28 2021,Santa Clara,CA,Passenger,7,2,9,272,281,3.20
November 30 2021,Chesapeake,VA,Passenger,2,2,4,380,384,1.04
April 30 2022,Alameda,CA,Passenger,5,0,5,201,206,2.43
October 31 2020,Duval,FL,Passenger,0,2,2,363,365,0.55
October 31 2020,Arapahoe,CO,Passenger,1,0,1,126,127,0.79
September 30 2020,San Francisco,CA,Passenger,2,1,3,93,96,3.12
March 31 2018,Hardin,KY,Passenger,0,1,1,118,119,0.84
April 30 2020,Boulder,CO,Passenger,1,1,2,49,51,3.92
February 28 2022,Ray,MO,Passenger,0,1,1,1,2,50.00
November 30 2019,Island,WA,Passenger,363,252,615,63649,64264,0.96
June 30 2022,Garfield,WA,Truck,0,0,0,983,983,0.00
June 30 2022,Grant,WA,Passenger,175,99,274,66796,67070,0.41
August 31 2022,Anne Arundel,MD,Passenger,4,3,7,335,342,2.05
May 31 2022,Kittitas,WA,Passenger,248,80,328,29745,30073,1.09
July 31 2020,Hennepin,MN,Passenger,3,0,3,89,92,3.26
April 30 2023,Montgomery,PA,Passenger,1,0,1,16,17,5.88
October 31 2022,Meade,KY,Passenger,1,0,1,18,19,5.26
February 28 2023,Charleston,SC,Passenger,2,2,4,60,64,6.25
February 28 2022,Boulder,CO,Passenger,2,0,2,40,42,4.76
September 30 2020,Contra Costa,CA,Passenger,4,3,7,297,304,2.30
March 31 2022,Whatcom,WA,Truck,4,0,4,43538,43542,0.01
June 30 2021,Ventura,CA,Passenger,1,3,4,263,267,1.50
December 31 2017,Stevens,WA,Truck,0,0,0,18377,18377,0.00
June 30 2022,Pima,AZ,Passenger,1,0,1,228,229,0.44
April 30 2021,Arapahoe,CO,Passenger,1,0,1,121,122,0.82
July 31 2020,Prince George's,MD,Passenger,1,1,2,161,163,1.23
May 31 2022,Cumberland,NC,Passenger,1,4,5,370,375,1.33
September 30 2020,Washoe,NV,Passenger,1,0,1,106,107,0.93
July 31 2023,Leavenworth,KS,Passenger,0,1,1,88,89,1.12
December 31 2018,Multnomah,OR,Passenger,3,5,8,766,774,1.03
February 28 2023,Garfield,WA,Truck,0,0,0,981,981,0.00
June 30 2018,Clallam,WA,Passenger,124,112,236,49912,50148,0.47
July 31 2017,Clallam,WA,Truck,0,0,0,21041,21041,0.00
November 30 2020,Erie,NY,Passenger,1,0,1,44,45,2.22
July 31 2020,Chelan,WA,Passenger,240,82,322,54230,54552,0.59
December 31 2020,Lewis,WA,Truck,0,0,0,26620,26620,0.00
February 29 2020,Honolulu,HI,Passenger,4,2,6,480,486,1.23
April 30 2023,Skamania,WA,Truck,1,0,1,3842,3843,0.03
September 30 2021,Pierce,WA,Truck,0,0,0,145420,145420,0.00
August 31 2022,Hardin,KY,Passenger,1,0,1,65,66,1.52
December 31 2022,Dallas,TX,Passenger,1,0,1,93,94,1.06
April 30 2023,Adams,CO,Passenger,1,0,1,28,29,3.45
October 31 2020,Columbia,WA,Truck,0,0,0,1531,1531,0.00
May 31 2017,Salt Lake,UT,Passenger,0,1,1,274,275,0.36
January 31 2017,Brown,WI,Passenger,1,0,1,46,47,2.13
November 30 2017,New Haven,CT,Passenger,0,1,1,53,54,1.85
July 31 2022,Hoke,NC,Passenger,2,0,2,71,73,2.74
April 30 2022,Sarasota,FL,Passenger,2,0,2,29,31,6.45
April 30 2023,Douglas,WA,Truck,7,0,7,12916,12923,0.05
November 30 2017,Jefferson,WA,Passenger,116,71,187,24181,24368,0.77
October 31 2021,Franklin,WA,Truck,0,0,0,20772,20772,0.00
September 30 2017,Wahkiakum,WA,Truck,0,0,0,1667,1667,0.00
December 31 2020,Pima,AZ,Passenger,2,1,3,335,338,0.89
October 31 2021,Pacific,WA,Truck,0,0,0,7990,7990,0.00
April 30 2021,District of Columbia,DC,Passenger,4,1,5,195,200,2.50
June 30 2021,Loudoun,VA,Passenger,1,0,1,73,74,1.35
February 28 2021,Wichita,TX,Passenger,1,0,1,43,44,2.27
May 31 2021,Benton,WA,Passenger,504,385,889,136083,136972,0.65
July 31 2022,Kitsap,WA,Passenger,2462,1073,3535,178082,181617,1.95
March 31 2017,San Juan,WA,Truck,0,0,0,5583,5583,0.00
July 31 2021,Multnomah,OR,Passenger,2,6,8,638,646,1.24
October 31 2019,San Diego,CA,Passenger,11,4,15,2819,2834,0.53
June 30 2023,Adams,WA,Truck,3,0,3,5309,5312,0.06
May 31 2022,Prince George's,MD,Passenger,2,1,3,125,128,2.34
February 29 2020,Jefferson,CO,Passenger,0,1,1,63,64,1.56
December 31 2018,Juneau,AK,Passenger,0,1,1,42,43,2.33
August 31 2019,Fresno,CA,Passenger,1,0,1,202,203,0.49
March 31 2021,Marion,IA,Passenger,1,0,1,1,2,50.00
August 31 2023,Williamson,TX,Passenger,0,1,1,40,41,2.44
March 31 2019,Clark,NV,Passenger,4,2,6,712,718,0.84
January 31 2019,Hennepin,MN,Passenger,2,0,2,104,106,1.89
September 30 2017,Island,WA,Passenger,129,150,279,60845,61124,0.46
February 28 2019,Asotin,WA,Passenger,12,9,21,12682,12703,0.17
June 30 2023,Garfield,WA,Truck,0,0,0,970,970,0.00
July 31 2018,Grant,WA,Passenger,33,47,80,63267,63347,0.13
October 31 2020,District of Columbia,DC,Passenger,2,1,3,200,203,1.48
July 31 2017,Morris,NJ,Passenger,1,0,1,25,26,3.85
May 31 2022,New Haven,CT,Passenger,0,2,2,31,33,6.06
March 31 2021,Thurston,WA,Passenger,1432,824,2256,197388,199644,1.13
June 30 2023,San Juan,WA,Truck,11,0,11,5890,5901,0.19
June 30 2018,Whitman,WA,Truck,0,0,0,8494,8494,0.00
June 30 2017,Harnett,NC,Passenger,1,0,1,262,263,0.38
November 30 2022,Solano,CA,Passenger,2,0,2,154,156,1.28
May 31 2021,Pinellas,FL,Passenger,0,1,1,99,100,1.00
September 30 2018,Madison,ID,Passenger,1,0,1,39,40,2.50
August 31 2020,King,WA,Passenger,25170,7813,32983,1370748,1403731,2.35
November 30 2019,Polk,FL,Passenger,1,0,1,66,67,1.49
April 30 2021,Riverside,CA,Passenger,5,1,6,570,576,1.04
November 30 2018,Kitsap,WA,Passenger,915,522,1437,180332,181769,0.79
July 31 2023,Ferry,WA,Passenger,21,4,25,4277,4302,0.58
October 31 2018,Cook,IL,Passenger,1,0,1,256,257,0.39
November 30 2020,Richland,SC,Passenger,0,1,1,144,145,0.69
